parent	child
03036 Chromosome and associated proteins	K11379
03036 Chromosome and associated proteins	K11380
03036 Chromosome and associated proteins	K11396
03036 Chromosome and associated proteins	K11397
03036 Chromosome and associated proteins	K11398
03036 Chromosome and associated proteins	K11399
03036 Chromosome and associated proteins	K11400
03036 Chromosome and associated proteins	K11401
03036 Chromosome and associated proteins	K11402
03036 Chromosome and associated proteins	K11403
03036 Chromosome and associated proteins	K11482
03036 Chromosome and associated proteins	K11483
03036 Chromosome and associated proteins	K11484
03036 Chromosome and associated proteins	K11659
03036 Chromosome and associated proteins	K19201
03036 Chromosome and associated proteins	K19192
03036 Chromosome and associated proteins	K19193
03036 Chromosome and associated proteins	K19196
03036 Chromosome and associated proteins	K19197
03036 Chromosome and associated proteins	K19198
03036 Chromosome and associated proteins	K24650
03036 Chromosome and associated proteins	K24651
03036 Chromosome and associated proteins	K21486
03036 Chromosome and associated proteins	K21436
03036 Chromosome and associated proteins	K21869
03036 Chromosome and associated proteins	K23213
03036 Chromosome and associated proteins	K23398
03036 Chromosome and associated proteins	K24081
03036 Chromosome and associated proteins	K24660
03036 Chromosome and associated proteins	K24907
03036 Chromosome and associated proteins	K24255
03036 Chromosome and associated proteins	K05302
03036 Chromosome and associated proteins	K11435
03036 Chromosome and associated proteins	K11436
03036 Chromosome and associated proteins	K11437
03036 Chromosome and associated proteins	K11439
03036 Chromosome and associated proteins	K19737
03036 Chromosome and associated proteins	K11438
03036 Chromosome and associated proteins	K18477
03036 Chromosome and associated proteins	K14965
03036 Chromosome and associated proteins	K14967
03036 Chromosome and associated proteins	K14968
03036 Chromosome and associated proteins	K14969
03036 Chromosome and associated proteins	K14972
03036 Chromosome and associated proteins	K14973
03036 Chromosome and associated proteins	K23588
03036 Chromosome and associated proteins	K19413
03036 Chromosome and associated proteins	K06709
03036 Chromosome and associated proteins	K11448
03036 Chromosome and associated proteins	K23742
03036 Chromosome and associated proteins	K11445
03036 Chromosome and associated proteins	K22610
03036 Chromosome and associated proteins	K00478
03036 Chromosome and associated proteins	K19414
03036 Chromosome and associated proteins	K19415
03036 Chromosome and associated proteins	K11323
03036 Chromosome and associated proteins	K19219
03036 Chromosome and associated proteins	K24444
03036 Chromosome and associated proteins	K11451
03036 Chromosome and associated proteins	K11453
03036 Chromosome and associated proteins	K11454
03036 Chromosome and associated proteins	K11455
03036 Chromosome and associated proteins	K11456
03036 Chromosome and associated proteins	K11457
03036 Chromosome and associated proteins	K11458
03036 Chromosome and associated proteins	K11461
03036 Chromosome and associated proteins	K11462
03036 Chromosome and associated proteins	K11463
03036 Chromosome and associated proteins	K11469
03036 Chromosome and associated proteins	K23214
03036 Chromosome and associated proteins	K11471
03036 Chromosome and associated proteins	K11464
03036 Chromosome and associated proteins	K11465
03036 Chromosome and associated proteins	K11466
03036 Chromosome and associated proteins	K23215
03036 Chromosome and associated proteins	K11468
03036 Chromosome and associated proteins	K21870
03036 Chromosome and associated proteins	K23216
03036 Chromosome and associated proteins	K23217
03036 Chromosome and associated proteins	K23218
03036 Chromosome and associated proteins	K23399
03036 Chromosome and associated proteins	K24550
03400 DNA repair and recombination proteins	K24688
03036 Chromosome and associated proteins	K24690
03036 Chromosome and associated proteins	K25100
03036 Chromosome and associated proteins	K11490
03036 Chromosome and associated proteins	K11491
03036 Chromosome and associated proteins	K11492
03036 Chromosome and associated proteins	K11494
03036 Chromosome and associated proteins	K11495
03036 Chromosome and associated proteins	K11496
03036 Chromosome and associated proteins	K11497
03036 Chromosome and associated proteins	K11499
03036 Chromosome and associated proteins	K11500
03036 Chromosome and associated proteins	K11501
03036 Chromosome and associated proteins	K11502
03036 Chromosome and associated proteins	K11503
03036 Chromosome and associated proteins	K11504
03036 Chromosome and associated proteins	K11505
03036 Chromosome and associated proteins	K11506
03036 Chromosome and associated proteins	K11507
03036 Chromosome and associated proteins	K11508
03036 Chromosome and associated proteins	K11509
03036 Chromosome and associated proteins	K11510
03036 Chromosome and associated proteins	K11512
03036 Chromosome and associated proteins	K11513
03036 Chromosome and associated proteins	K11514
03036 Chromosome and associated proteins	K11515
03036 Chromosome and associated proteins	K11543
03036 Chromosome and associated proteins	K11544
03036 Chromosome and associated proteins	K11545
03036 Chromosome and associated proteins	K11546
03036 Chromosome and associated proteins	K11547
03036 Chromosome and associated proteins	K11548
03036 Chromosome and associated proteins	K11549
03036 Chromosome and associated proteins	K11550
03036 Chromosome and associated proteins	K11551
03036 Chromosome and associated proteins	K11552
03036 Chromosome and associated proteins	K11553
03036 Chromosome and associated proteins	K11696
03036 Chromosome and associated proteins	K11697
03036 Chromosome and associated proteins	K11698
03036 Chromosome and associated proteins	K11554
03036 Chromosome and associated proteins	K11555
03036 Chromosome and associated proteins	K11556
03036 Chromosome and associated proteins	K11557
03036 Chromosome and associated proteins	K11558
03036 Chromosome and associated proteins	K11559
03036 Chromosome and associated proteins	K11560
03036 Chromosome and associated proteins	K11561
03036 Chromosome and associated proteins	K11562
03036 Chromosome and associated proteins	K11563
03036 Chromosome and associated proteins	K11564
03036 Chromosome and associated proteins	K11565
03036 Chromosome and associated proteins	K11566
03036 Chromosome and associated proteins	K11567
03036 Chromosome and associated proteins	K11568
03036 Chromosome and associated proteins	K11569
03036 Chromosome and associated proteins	K11570
03036 Chromosome and associated proteins	K11571
03036 Chromosome and associated proteins	K11572
03036 Chromosome and associated proteins	K11573
03036 Chromosome and associated proteins	K11574
03036 Chromosome and associated proteins	K11575
03036 Chromosome and associated proteins	K11576
03036 Chromosome and associated proteins	K11577
03036 Chromosome and associated proteins	K11579
03036 Chromosome and associated proteins	K20093
03036 Chromosome and associated proteins	K22399
03036 Chromosome and associated proteins	K25866
03036 Chromosome and associated proteins	K11581
03036 Chromosome and associated proteins	K11585
03036 Chromosome and associated proteins	K11587
03036 Chromosome and associated proteins	K11588
03036 Chromosome and associated proteins	K11590
03036 Chromosome and associated proteins	K11591
03036 Chromosome and associated proteins	K23219
03036 Chromosome and associated proteins	K11642
03036 Chromosome and associated proteins	K25802
03036 Chromosome and associated proteins	K19871
03036 Chromosome and associated proteins	K21871
03036 Chromosome and associated proteins	K21872
03036 Chromosome and associated proteins	K21873
03036 Chromosome and associated proteins	K22592
03036 Chromosome and associated proteins	K22593
03036 Chromosome and associated proteins	K22594
03400 DNA repair and recombination proteins	K23113
03036 Chromosome and associated proteins	K23220
03036 Chromosome and associated proteins	K24457
03036 Chromosome and associated proteins	K18405
03036 Chromosome and associated proteins	K18406
03036 Chromosome and associated proteins	K18407
03036 Chromosome and associated proteins	K18408
03036 Chromosome and associated proteins	K18409
03036 Chromosome and associated proteins	K18410
03036 Chromosome and associated proteins	K13982
03036 Chromosome and associated proteins	K13983
03036 Chromosome and associated proteins	K18432
03036 Chromosome and associated proteins	K18411
03036 Chromosome and associated proteins	K18413
03036 Chromosome and associated proteins	K16862
03036 Chromosome and associated proteins	K18414
03036 Chromosome and associated proteins	K18415
03036 Chromosome and associated proteins	K20798
03036 Chromosome and associated proteins	K11595
03036 Chromosome and associated proteins	K11597
03036 Chromosome and associated proteins	K11699
03036 Chromosome and associated proteins	K11700
03036 Chromosome and associated proteins	K11701
03036 Chromosome and associated proteins	K18418
03036 Chromosome and associated proteins	K18419
03036 Chromosome and associated proteins	K18420
03036 Chromosome and associated proteins	K24540
03036 Chromosome and associated proteins	K18421
03036 Chromosome and associated proteins	K23204
03036 Chromosome and associated proteins	K23205
03036 Chromosome and associated proteins	K23207
03036 Chromosome and associated proteins	K23209
03036 Chromosome and associated proteins	K23221
03036 Chromosome and associated proteins	K23222
03036 Chromosome and associated proteins	K16452
03037 Cilium and associated proteins	K16453
03036 Chromosome and associated proteins	K16454
03037 Cilium and associated proteins	K16455
03036 Chromosome and associated proteins	K16457
03037 Cilium and associated proteins	K16458
03036 Chromosome and associated proteins	K16459
03036 Chromosome and associated proteins	K16460
03037 Cilium and associated proteins	K16461
03037 Cilium and associated proteins	K16462
03036 Chromosome and associated proteins	K16463
03037 Cilium and associated proteins	K16464
03037 Cilium and associated proteins	K16465
03036 Chromosome and associated proteins	K16467
03036 Chromosome and associated proteins	K16468
03036 Chromosome and associated proteins	K16472
03036 Chromosome and associated proteins	K16475
03036 Chromosome and associated proteins	K16476
03036 Chromosome and associated proteins	K16477
03037 Cilium and associated proteins	K16479
03037 Cilium and associated proteins	K16480
03036 Chromosome and associated proteins	K16481
03037 Cilium and associated proteins	K16482
03036 Chromosome and associated proteins	K16483
03036 Chromosome and associated proteins	K16485
03036 Chromosome and associated proteins	K16486
03036 Chromosome and associated proteins	K16487
03037 Cilium and associated proteins	K16488
03036 Chromosome and associated proteins	K16489
03036 Chromosome and associated proteins	K16490
03036 Chromosome and associated proteins	K16491
03037 Cilium and associated proteins	K16531
03036 Chromosome and associated proteins	K16532
03037 Cilium and associated proteins	K16533
03037 Cilium and associated proteins	K16534
03037 Cilium and associated proteins	K16535
04812 Cytoskeleton proteins	K16611
04812 Cytoskeleton proteins	K16536
03037 Cilium and associated proteins	K16537
03036 Chromosome and associated proteins	K16538
03036 Chromosome and associated proteins	K16539
03037 Cilium and associated proteins	K16540
03036 Chromosome and associated proteins	K16541
03036 Chromosome and associated proteins	K16542
03037 Cilium and associated proteins	K16543
03036 Chromosome and associated proteins	K16544
03036 Chromosome and associated proteins	K16545
03036 Chromosome and associated proteins	K16546
03036 Chromosome and associated proteins	K16594
04812 Cytoskeleton proteins	K16547
03036 Chromosome and associated proteins	K16548
03036 Chromosome and associated proteins	K16549
03036 Chromosome and associated proteins	K23964
03036 Chromosome and associated proteins	K21435
03036 Chromosome and associated proteins	K24575
04147 Exosome	K16569
04147 Exosome	K16570
04812 Cytoskeleton proteins	K16571
04812 Cytoskeleton proteins	K16572
04812 Cytoskeleton proteins	K16573
04812 Cytoskeleton proteins	K16574
04812 Cytoskeleton proteins	K10390
04812 Cytoskeleton proteins	K10391
04812 Cytoskeleton proteins	K16578
04812 Cytoskeleton proteins	K16579
04812 Cytoskeleton proteins	K10436
03036 Chromosome and associated proteins	K19573
04812 Cytoskeleton proteins	K16580
03036 Chromosome and associated proteins	K23400
03036 Chromosome and associated proteins	K25867
03036 Chromosome and associated proteins	K25872
03036 Chromosome and associated proteins	K16584
03036 Chromosome and associated proteins	K16585
03036 Chromosome and associated proteins	K16586
03036 Chromosome and associated proteins	K16587
03036 Chromosome and associated proteins	K16588
03036 Chromosome and associated proteins	K16589
03036 Chromosome and associated proteins	K16590
03036 Chromosome and associated proteins	K16591
03036 Chromosome and associated proteins	K25918
03036 Chromosome and associated proteins	K16714
03036 Chromosome and associated proteins	K16715
03037 Cilium and associated proteins	K16717
03036 Chromosome and associated proteins	K16728
03036 Chromosome and associated proteins	K16718
03036 Chromosome and associated proteins	K16720
03036 Chromosome and associated proteins	K16721
03036 Chromosome and associated proteins	K16722
03036 Chromosome and associated proteins	K16724
03036 Chromosome and associated proteins	K19788
03036 Chromosome and associated proteins	K16726
04812 Cytoskeleton proteins	K16732
03036 Chromosome and associated proteins	K16734
03036 Chromosome and associated proteins	K16737
03036 Chromosome and associated proteins	K16738
03036 Chromosome and associated proteins	K16739
03036 Chromosome and associated proteins	K19326
03036 Chromosome and associated proteins	K19346
03036 Chromosome and associated proteins	K21761
03036 Chromosome and associated proteins	K23401
03036 Chromosome and associated proteins	K19347
03036 Chromosome and associated proteins	K21874
03037 Cilium and associated proteins	K21875
03037 Cilium and associated proteins	K21876
03036 Chromosome and associated proteins	K22595
03036 Chromosome and associated proteins	K19574
03037 Cilium and associated proteins	K16741
04031 GTP-binding proteins	K07943
03037 Cilium and associated proteins	K16742
03036 Chromosome and associated proteins	K16743
03036 Chromosome and associated proteins	K16756
03037 Cilium and associated proteins	K16751
03036 Chromosome and associated proteins	K16752
03036 Chromosome and associated proteins	K16753
03036 Chromosome and associated proteins	K16755
03036 Chromosome and associated proteins	K16757
03036 Chromosome and associated proteins	K23693
03036 Chromosome and associated proteins	K16758
03036 Chromosome and associated proteins	K16759
03036 Chromosome and associated proteins	K16760
04515 Cell adhesion molecules	K06808
03036 Chromosome and associated proteins	K16761
03036 Chromosome and associated proteins	K16762
03036 Chromosome and associated proteins	K16763
03036 Chromosome and associated proteins	K16764
03037 Cilium and associated proteins	K16765
03037 Cilium and associated proteins	K16754
03036 Chromosome and associated proteins	K16766
03036 Chromosome and associated proteins	K16767
03036 Chromosome and associated proteins	K16768
03036 Chromosome and associated proteins	K16769
03036 Chromosome and associated proteins	K16770
03037 Cilium and associated proteins	K16771
03036 Chromosome and associated proteins	K16773
03036 Chromosome and associated proteins	K19403
03036 Chromosome and associated proteins	K16775
03036 Chromosome and associated proteins	K16776
03036 Chromosome and associated proteins	K16777
04515 Cell adhesion molecules	K16493
03036 Chromosome and associated proteins	K16778
03037 Cilium and associated proteins	K16780
03036 Chromosome and associated proteins	K21762
03036 Chromosome and associated proteins	K25164
03036 Chromosome and associated proteins	K21763
03036 Chromosome and associated proteins	K21764
03036 Chromosome and associated proteins	K21765
03400 DNA repair and recombination proteins	K22766
03036 Chromosome and associated proteins	K09142
03036 Chromosome and associated proteins	K16800
03037 Cilium and associated proteins	K16801
03036 Chromosome and associated proteins	K16802
04812 Cytoskeleton proteins	K16803
03036 Chromosome and associated proteins	K16804
03036 Chromosome and associated proteins	K16805
03037 Cilium and associated proteins	K15837
04812 Cytoskeleton proteins	K10398
04812 Cytoskeleton proteins	K10405
03036 Chromosome and associated proteins	K16806
03036 Chromosome and associated proteins	K16807
03036 Chromosome and associated proteins	K16808
03036 Chromosome and associated proteins	K16810
03036 Chromosome and associated proteins	K16811
03036 Chromosome and associated proteins	K16812
03037 Cilium and associated proteins	K19865
03036 Chromosome and associated proteins	K21441
03036 Chromosome and associated proteins	K21443
04990 Domain-containing proteins not elsewhere classified	K17082
04812 Cytoskeleton proteins	K24394
03036 Chromosome and associated proteins	K16828
03036 Chromosome and associated proteins	K16829
03036 Chromosome and associated proteins	K16830
03036 Chromosome and associated proteins	K16831
03036 Chromosome and associated proteins	K16832
03036 Chromosome and associated proteins	K14281
03036 Chromosome and associated proteins	K14282
03036 Chromosome and associated proteins	K25605
03036 Chromosome and associated proteins	K22184
03036 Chromosome and associated proteins	K25612
03036 Chromosome and associated proteins	K25613
03036 Chromosome and associated proteins	K11655
03036 Chromosome and associated proteins	K11656
03036 Chromosome and associated proteins	K11657
03036 Chromosome and associated proteins	K11658
03036 Chromosome and associated proteins	K17046
03400 DNA repair and recombination proteins	K02331
03036 Chromosome and associated proteins	K11727
03036 Chromosome and associated proteins	K11728
03036 Chromosome and associated proteins	K23406
03036 Chromosome and associated proteins	K25830
03036 Chromosome and associated proteins	K11661
04812 Cytoskeleton proteins	K11662
03036 Chromosome and associated proteins	K11663
03036 Chromosome and associated proteins	K11664
03036 Chromosome and associated proteins	K11665
03036 Chromosome and associated proteins	K11666
03036 Chromosome and associated proteins	K11667
03036 Chromosome and associated proteins	K11668
03036 Chromosome and associated proteins	K11669
03036 Chromosome and associated proteins	K11670
03036 Chromosome and associated proteins	K11671
03036 Chromosome and associated proteins	K11672
03036 Chromosome and associated proteins	K11673
03036 Chromosome and associated proteins	K11675
03036 Chromosome and associated proteins	K11676
03036 Chromosome and associated proteins	K11677
03036 Chromosome and associated proteins	K11678
03036 Chromosome and associated proteins	K11679
03036 Chromosome and associated proteins	K11680
03036 Chromosome and associated proteins	K11681
03036 Chromosome and associated proteins	K11682
03036 Chromosome and associated proteins	K11683
03036 Chromosome and associated proteins	K11684
03036 Chromosome and associated proteins	K24771
03036 Chromosome and associated proteins	K24767
03036 Chromosome and associated proteins	K20091
03036 Chromosome and associated proteins	K14435
03036 Chromosome and associated proteins	K14436
03036 Chromosome and associated proteins	K14437
03036 Chromosome and associated proteins	K14438
03036 Chromosome and associated proteins	K20092
03036 Chromosome and associated proteins	K14440
03036 Chromosome and associated proteins	K19001
03036 Chromosome and associated proteins	K23408
03036 Chromosome and associated proteins	K21412
03036 Chromosome and associated proteins	K23803
03036 Chromosome and associated proteins	K24135
03036 Chromosome and associated proteins	K25831
03036 Chromosome and associated proteins	K25868
03400 DNA repair and recombination proteins	K03746
03036 Chromosome and associated proteins	K11685
03036 Chromosome and associated proteins	K24450
03036 Chromosome and associated proteins	K18997
03036 Chromosome and associated proteins	K12961
03036 Chromosome and associated proteins	K11940
03036 Chromosome and associated proteins	K04047
03036 Chromosome and associated proteins	K06899
03036 Chromosome and associated proteins	K03632
03036 Chromosome and associated proteins	K03804
03036 Chromosome and associated proteins	K03633
03036 Chromosome and associated proteins	K03529
03036 Chromosome and associated proteins	K05896
03036 Chromosome and associated proteins	K06024
03036 Chromosome and associated proteins	K24719
03036 Chromosome and associated proteins	K05589
03036 Chromosome and associated proteins	K13052
03036 Chromosome and associated proteins	K03466
03036 Chromosome and associated proteins	K03586
03036 Chromosome and associated proteins	K03591
03036 Chromosome and associated proteins	K03528
03036 Chromosome and associated proteins	K09888
03036 Chromosome and associated proteins	K09892
03036 Chromosome and associated proteins	K18657
03036 Chromosome and associated proteins	K18778
03036 Chromosome and associated proteins	K06916
03036 Chromosome and associated proteins	K07269
03036 Chromosome and associated proteins	K06286
04812 Cytoskeleton proteins	K03610
04812 Cytoskeleton proteins	K03609
04812 Cytoskeleton proteins	K03608
03036 Chromosome and associated proteins	K04074
03036 Chromosome and associated proteins	K13053
03036 Chromosome and associated proteins	K09772
02048 Prokaryotic defense system	K03569
03036 Chromosome and associated proteins	K03570
03036 Chromosome and associated proteins	K03571
03036 Chromosome and associated proteins	K05837
04812 Cytoskeleton proteins	K03496
03036 Chromosome and associated proteins	K03733
03036 Chromosome and associated proteins	K04763
03036 Chromosome and associated proteins	K11686
03036 Chromosome and associated proteins	K02499
03029 Mitochondrial biogenesis	K03593
03036 Chromosome and associated proteins	K04095
03036 Chromosome and associated proteins	K03978
03036 Chromosome and associated proteins	K09762
03400 DNA repair and recombination proteins	K00567
03400 DNA repair and recombination proteins	K10859
03400 DNA repair and recombination proteins	K10860
03400 DNA repair and recombination proteins	K18663
03400 DNA repair and recombination proteins	K01669
03400 DNA repair and recombination proteins	K10861
03400 DNA repair and recombination proteins	K10862
03400 DNA repair and recombination proteins	K10863
03400 DNA repair and recombination proteins	K13295
03400 DNA repair and recombination proteins	K08075
03400 DNA repair and recombination proteins	K15082
03400 DNA repair and recombination proteins	K15083
03400 DNA repair and recombination proteins	K23720
03400 DNA repair and recombination proteins	K25829
03400 DNA repair and recombination proteins	K15075
03400 DNA repair and recombination proteins	K15076
03400 DNA repair and recombination proteins	K15077
03400 DNA repair and recombination proteins	K08740
03400 DNA repair and recombination proteins	K08741
03400 DNA repair and recombination proteins	K10864
03400 DNA repair and recombination proteins	K10874
03400 DNA repair and recombination proteins	K10876
03400 DNA repair and recombination proteins	K10899
03400 DNA repair and recombination proteins	K10902
03400 DNA repair and recombination proteins	K19022
03400 DNA repair and recombination proteins	K19023
03400 DNA repair and recombination proteins	K19024
03400 DNA repair and recombination proteins	K19025
03400 DNA repair and recombination proteins	K22803
03400 DNA repair and recombination proteins	K22804
03400 DNA repair and recombination proteins	K22805
03400 DNA repair and recombination proteins	K22823
03400 DNA repair and recombination proteins	K22825
03400 DNA repair and recombination proteins	K22826
03400 DNA repair and recombination proteins	K20777
03400 DNA repair and recombination proteins	K15271
03400 DNA repair and recombination proteins	K14635
03400 DNA repair and recombination proteins	K24789
03400 DNA repair and recombination proteins	K10991
03400 DNA repair and recombination proteins	K10992
03400 DNA repair and recombination proteins	K15080
03400 DNA repair and recombination proteins	K15338
03400 DNA repair and recombination proteins	K15339
03400 DNA repair and recombination proteins	K19027
03400 DNA repair and recombination proteins	K20778
03400 DNA repair and recombination proteins	K22420
03400 DNA repair and recombination proteins	K22421
03400 DNA repair and recombination proteins	K22806
03400 DNA repair and recombination proteins	K22810
03400 DNA repair and recombination proteins	K23112
03037 Cilium and associated proteins	K23456
03400 DNA repair and recombination proteins	K25065
03400 DNA repair and recombination proteins	K25318
03400 DNA repair and recombination proteins	K22807
03400 DNA repair and recombination proteins	K25770
03400 DNA repair and recombination proteins	K25771
03400 DNA repair and recombination proteins	K25790
03400 DNA repair and recombination proteins	K25791
03400 DNA repair and recombination proteins	K19619
03400 DNA repair and recombination proteins	K23386
03400 DNA repair and recombination proteins	K25772
03400 DNA repair and recombination proteins	K25792
03400 DNA repair and recombination proteins	K24164
03400 DNA repair and recombination proteins	K15505
03400 DNA repair and recombination proteins	K24051
03400 DNA repair and recombination proteins	K10996
03400 DNA repair and recombination proteins	K03155
03400 DNA repair and recombination proteins	K10904
03400 DNA repair and recombination proteins	K23115
03400 DNA repair and recombination proteins	K23390
03400 DNA repair and recombination proteins	K25773
03400 DNA repair and recombination proteins	K19483
03400 DNA repair and recombination proteins	K20780
03400 DNA repair and recombination proteins	K15081
04147 Exosome	K17336
03400 DNA repair and recombination proteins	K18340
03400 DNA repair and recombination proteins	K19596
03400 DNA repair and recombination proteins	K24663
03400 DNA repair and recombination proteins	K22422
03400 DNA repair and recombination proteins	K22808
03400 DNA repair and recombination proteins	K23389
03400 DNA repair and recombination proteins	K24458
03400 DNA repair and recombination proteins	K24778
03400 DNA repair and recombination proteins	K24770
03400 DNA repair and recombination proteins	K02349
03029 Mitochondrial biogenesis	K22761
03400 DNA repair and recombination proteins	K10791
03400 DNA repair and recombination proteins	K15340
03400 DNA repair and recombination proteins	K15341
03400 DNA repair and recombination proteins	K17815
03400 DNA repair and recombination proteins	K21813
03400 DNA repair and recombination proteins	K21411
03400 DNA repair and recombination proteins	K05986
03400 DNA repair and recombination proteins	K19178
03400 DNA repair and recombination proteins	K20098
03400 DNA repair and recombination proteins	K03574
03400 DNA repair and recombination proteins	K17816
03400 DNA repair and recombination proteins	K17817
03400 DNA repair and recombination proteins	K13531
03400 DNA repair and recombination proteins	K06876
03400 DNA repair and recombination proteins	K03919
03400 DNA repair and recombination proteins	K05982
03400 DNA repair and recombination proteins	K05984
03400 DNA repair and recombination proteins	K07458
03400 DNA repair and recombination proteins	K01160
03400 DNA repair and recombination proteins	K03546
03400 DNA repair and recombination proteins	K03547
03400 DNA repair and recombination proteins	K04485
03400 DNA repair and recombination proteins	K03631
03400 DNA repair and recombination proteins	K03700
03400 DNA repair and recombination proteins	K03554
03400 DNA repair and recombination proteins	K16898
03400 DNA repair and recombination proteins	K16899
02048 Prokaryotic defense system	K15342
03400 DNA repair and recombination proteins	K19789
03400 DNA repair and recombination proteins	K04483
03400 DNA repair and recombination proteins	K04484
03400 DNA repair and recombination proteins	K03552
03400 DNA repair and recombination proteins	K06915
03400 DNA repair and recombination proteins	K25510
03400 DNA repair and recombination proteins	K03726
03400 DNA repair and recombination proteins	K10906
03400 DNA repair and recombination proteins	K07455
03400 DNA repair and recombination proteins	K02346
03400 DNA repair and recombination proteins	K03502
03400 DNA repair and recombination proteins	K04479
03400 DNA repair and recombination proteins	K02336
03400 DNA repair and recombination proteins	K14160
03400 DNA repair and recombination proteins	K14161
03400 DNA repair and recombination proteins	K14162
03400 DNA repair and recombination proteins	K14623
03400 DNA repair and recombination proteins	K12149
03400 DNA repair and recombination proteins	K03565
03400 DNA repair and recombination proteins	K01157
03400 DNA repair and recombination proteins	K24087
03400 DNA repair and recombination proteins	K24088
03400 DNA repair and recombination proteins	K24089
03400 DNA repair and recombination proteins	K24090
03400 DNA repair and recombination proteins	K02347
03400 DNA repair and recombination proteins	K03656
03400 DNA repair and recombination proteins	K03658
03400 DNA repair and recombination proteins	K03722
03400 DNA repair and recombination proteins	K03724
03400 DNA repair and recombination proteins	K23258
03400 DNA repair and recombination proteins	K01554
03400 DNA repair and recombination proteins	K22585
03029 Mitochondrial biogenesis	K10908
03029 Mitochondrial biogenesis	K17653
03029 Mitochondrial biogenesis	K21594
03029 Mitochondrial biogenesis	K17654
03029 Mitochondrial biogenesis	K17655
03029 Mitochondrial biogenesis	K17656
03029 Mitochondrial biogenesis	K17657
03029 Mitochondrial biogenesis	K17658
03029 Mitochondrial biogenesis	K17711
03029 Mitochondrial biogenesis	K17659
03029 Mitochondrial biogenesis	K17660
03029 Mitochondrial biogenesis	K17661
03029 Mitochondrial biogenesis	K17662
03029 Mitochondrial biogenesis	K17663
03029 Mitochondrial biogenesis	K17664
03029 Mitochondrial biogenesis	K17665
03029 Mitochondrial biogenesis	K17666
03029 Mitochondrial biogenesis	K17667
03029 Mitochondrial biogenesis	K17668
03029 Mitochondrial biogenesis	K17669
03029 Mitochondrial biogenesis	K17670
03029 Mitochondrial biogenesis	K17671
03029 Mitochondrial biogenesis	K17672
03029 Mitochondrial biogenesis	K18155
03029 Mitochondrial biogenesis	K18798
03029 Mitochondrial biogenesis	K17673
03029 Mitochondrial biogenesis	K18156
03029 Mitochondrial biogenesis	K17674
03029 Mitochondrial biogenesis	K17675
03029 Mitochondrial biogenesis	K19782
03029 Mitochondrial biogenesis	K16639
02000 Transporters	K15113
03029 Mitochondrial biogenesis	K25803
03029 Mitochondrial biogenesis	K18060
03029 Mitochondrial biogenesis	K22537
03029 Mitochondrial biogenesis	K23495
03029 Mitochondrial biogenesis	K23496
03029 Mitochondrial biogenesis	K23497
03029 Mitochondrial biogenesis	K18190
03029 Mitochondrial biogenesis	K23498
03029 Mitochondrial biogenesis	K23499
03029 Mitochondrial biogenesis	K24984
03029 Mitochondrial biogenesis	K25876
03029 Mitochondrial biogenesis	K25877
03029 Mitochondrial biogenesis	K17676
03029 Mitochondrial biogenesis	K19465
03029 Mitochondrial biogenesis	K15050
03029 Mitochondrial biogenesis	K17677
03029 Mitochondrial biogenesis	K17678
03029 Mitochondrial biogenesis	K17679
03029 Mitochondrial biogenesis	K19781
03029 Mitochondrial biogenesis	K17681
03029 Mitochondrial biogenesis	K17682
03029 Mitochondrial biogenesis	K17766
02000 Transporters	K17768
02000 Transporters	K17769
02000 Transporters	K17770
02000 Transporters	K17772
02000 Transporters	K17773
02000 Transporters	K07277
02000 Transporters	K17714
02000 Transporters	K17715
03029 Mitochondrial biogenesis	K17776
04812 Cytoskeleton proteins	K25838
02000 Transporters	K17777
02000 Transporters	K17778
02000 Transporters	K17779
02000 Transporters	K17780
02000 Transporters	K17781
02000 Transporters	K17782
03029 Mitochondrial biogenesis	K17783
03029 Mitochondrial biogenesis	K17784
03029 Mitochondrial biogenesis	K17785
03029 Mitochondrial biogenesis	K24624
03029 Mitochondrial biogenesis	K24625
03029 Mitochondrial biogenesis	K24626
03029 Mitochondrial biogenesis	K17787
03029 Mitochondrial biogenesis	K17788
03029 Mitochondrial biogenesis	K17786
03029 Mitochondrial biogenesis	K17789
02000 Transporters	K17790
02000 Transporters	K17791
02000 Transporters	K17792
03029 Mitochondrial biogenesis	K17793
02000 Transporters	K17795
02000 Transporters	K17796
02000 Transporters	K17496
04990 Domain-containing proteins not elsewhere classified	K22827
04990 Domain-containing proteins not elsewhere classified	K22828
03029 Mitochondrial biogenesis	K22829
03029 Mitochondrial biogenesis	K22830
03029 Mitochondrial biogenesis	K22137
03029 Mitochondrial biogenesis	K17798
03029 Mitochondrial biogenesis	K17799
03029 Mitochondrial biogenesis	K17801
03029 Mitochondrial biogenesis	K17802
03029 Mitochondrial biogenesis	K17803
03029 Mitochondrial biogenesis	K18157
02000 Transporters	K17804
03029 Mitochondrial biogenesis	K17805
03029 Mitochondrial biogenesis	K17806
03029 Mitochondrial biogenesis	K17807
03029 Mitochondrial biogenesis	K17808
03029 Mitochondrial biogenesis	K17809
03029 Mitochondrial biogenesis	K14740
03029 Mitochondrial biogenesis	K14741
03029 Mitochondrial biogenesis	K17963
03029 Mitochondrial biogenesis	K22068
03029 Mitochondrial biogenesis	K22069
03029 Mitochondrial biogenesis	K22070
03029 Mitochondrial biogenesis	K22071
03029 Mitochondrial biogenesis	K18914
03029 Mitochondrial biogenesis	K22063
