#parent	child
99980 Enzymes with EC numbers	K20761
99980 Enzymes with EC numbers	K20762
99980 Enzymes with EC numbers	K20763
99980 Enzymes with EC numbers	K20764
99980 Enzymes with EC numbers	K09022
99980 Enzymes with EC numbers	K20931
99980 Enzymes with EC numbers	K02080
99980 Enzymes with EC numbers	K10708
99980 Enzymes with EC numbers	K06018
99980 Enzymes with EC numbers	K18446
99980 Enzymes with EC numbers	K01526
99980 Enzymes with EC numbers	K08077
99980 Enzymes with EC numbers	K07766
99980 Enzymes with EC numbers	K03207
99980 Enzymes with EC numbers	K11938
99980 Enzymes with EC numbers	K12944
99980 Enzymes with EC numbers	K12945
99980 Enzymes with EC numbers	K14643
99980 Enzymes with EC numbers	K18665
99980 Enzymes with EC numbers	K19597
99980 Enzymes with EC numbers	K22530
99980 Enzymes with EC numbers	K22531
99980 Enzymes with EC numbers	K25422
99980 Enzymes with EC numbers	K03924
99980 Enzymes with EC numbers	K03578
99980 Enzymes with EC numbers	K03579
99980 Enzymes with EC numbers	K13026
99980 Enzymes with EC numbers	K19466
99980 Enzymes with EC numbers	K06944
99980 Enzymes with EC numbers	K07588
99980 Enzymes with EC numbers	K22906
99980 Enzymes with EC numbers	K20765
99980 Enzymes with EC numbers	K23519
99980 Enzymes with EC numbers	K01559
99980 Enzymes with EC numbers	K21566
99980 Enzymes with EC numbers	K20201
99980 Enzymes with EC numbers	K01112
99980 Enzymes with EC numbers	K05977
99980 Enzymes with EC numbers	K19966
99980 Enzymes with EC numbers	K20499
99980 Enzymes with EC numbers	K22576
99980 Enzymes with EC numbers	K22205
99980 Enzymes with EC numbers	K07002
99980 Enzymes with EC numbers	K13281
99980 Enzymes with EC numbers	K15720
99980 Enzymes with EC numbers	K22213
99980 Enzymes with EC numbers	K06033
99980 Enzymes with EC numbers	K18427
99980 Enzymes with EC numbers	K18428
99980 Enzymes with EC numbers	K10028
99980 Enzymes with EC numbers	K13932
99980 Enzymes with EC numbers	K13933
99980 Enzymes with EC numbers	K22130
99980 Enzymes with EC numbers	K22464
99980 Enzymes with EC numbers	K22318
99980 Enzymes with EC numbers	K25044
99980 Enzymes with EC numbers	K23248
99980 Enzymes with EC numbers	K24268
99980 Enzymes with EC numbers	K13727
99980 Enzymes with EC numbers	K21431
99980 Enzymes with EC numbers	K01671
99980 Enzymes with EC numbers	K24269
99980 Enzymes with EC numbers	K08313
99980 Enzymes with EC numbers	K08314
99980 Enzymes with EC numbers	K11259
99980 Enzymes with EC numbers	K18425
99980 Enzymes with EC numbers	K18314
99980 Enzymes with EC numbers	K25623
99980 Enzymes with EC numbers	K14331
99980 Enzymes with EC numbers	K03716
99980 Enzymes with EC numbers	K22953
99980 Enzymes with EC numbers	K11390
99980 Enzymes with EC numbers	K10254
99980 Enzymes with EC numbers	K22209
99980 Enzymes with EC numbers	K17757
99980 Enzymes with EC numbers	K17740
99980 Enzymes with EC numbers	K20613
99980 Enzymes with EC numbers	K21899
99980 Enzymes with EC numbers	K19658
99980 Enzymes with EC numbers	K19659
99980 Enzymes with EC numbers	K20614
99980 Enzymes with EC numbers	K17758
99980 Enzymes with EC numbers	K23997
99980 Enzymes with EC numbers	K18115
99980 Enzymes with EC numbers	K20615
99980 Enzymes with EC numbers	K08299
99980 Enzymes with EC numbers	K20025
99980 Enzymes with EC numbers	K20026
99980 Enzymes with EC numbers	K20022
99980 Enzymes with EC numbers	K20903
99980 Enzymes with EC numbers	K20904
99980 Enzymes with EC numbers	K23042
99980 Enzymes with EC numbers	K23110
99980 Enzymes with EC numbers	K23111
99980 Enzymes with EC numbers	K25255
99980 Enzymes with EC numbers	K25596
99980 Enzymes with EC numbers	K01726
99980 Enzymes with EC numbers	K25621
99980 Enzymes with EC numbers	K25622
99980 Enzymes with EC numbers	K01727
99980 Enzymes with EC numbers	K19049
99980 Enzymes with EC numbers	K19050
99980 Enzymes with EC numbers	K19051
99980 Enzymes with EC numbers	K19052
99980 Enzymes with EC numbers	K01732
99980 Enzymes with EC numbers	K10677
99980 Enzymes with EC numbers	K19053
99980 Enzymes with EC numbers	K08961
99980 Enzymes with EC numbers	K18195
99980 Enzymes with EC numbers	K18197
99980 Enzymes with EC numbers	K18198
99980 Enzymes with EC numbers	K20610
99980 Enzymes with EC numbers	K20525
99980 Enzymes with EC numbers	K22052
99980 Enzymes with EC numbers	K18116
99980 Enzymes with EC numbers	K22053
99980 Enzymes with EC numbers	K22054
99980 Enzymes with EC numbers	K22055
99980 Enzymes with EC numbers	K22056
99980 Enzymes with EC numbers	K22057
99980 Enzymes with EC numbers	K22034
99980 Enzymes with EC numbers	K22035
99980 Enzymes with EC numbers	K22036
99980 Enzymes with EC numbers	K18117
99980 Enzymes with EC numbers	K22058
99980 Enzymes with EC numbers	K22059
99980 Enzymes with EC numbers	K21933
99980 Enzymes with EC numbers	K22060
99980 Enzymes with EC numbers	K21978
99980 Enzymes with EC numbers	K21979
99980 Enzymes with EC numbers	K21980
99980 Enzymes with EC numbers	K19968
99980 Enzymes with EC numbers	K21939
99980 Enzymes with EC numbers	K21930
99980 Enzymes with EC numbers	K21931
99980 Enzymes with EC numbers	K16218
99980 Enzymes with EC numbers	K21981
99980 Enzymes with EC numbers	K22061
99980 Enzymes with EC numbers	K21982
99980 Enzymes with EC numbers	K16188
99980 Enzymes with EC numbers	K22062
99980 Enzymes with EC numbers	K21983
99980 Enzymes with EC numbers	K21985
99980 Enzymes with EC numbers	K21986
99980 Enzymes with EC numbers	K18685
99980 Enzymes with EC numbers	K20504
99980 Enzymes with EC numbers	K20505
99980 Enzymes with EC numbers	K21342
99980 Enzymes with EC numbers	K21679
99980 Enzymes with EC numbers	K23043
99980 Enzymes with EC numbers	K25134
99980 Enzymes with EC numbers	K23021
99980 Enzymes with EC numbers	K23022
99980 Enzymes with EC numbers	K23023
99980 Enzymes with EC numbers	K22978
99980 Enzymes with EC numbers	K22979
99980 Enzymes with EC numbers	K23024
99980 Enzymes with EC numbers	K23030
99980 Enzymes with EC numbers	K23724
99980 Enzymes with EC numbers	K23031
99980 Enzymes with EC numbers	K23032
99980 Enzymes with EC numbers	K23044
99980 Enzymes with EC numbers	K23045
99980 Enzymes with EC numbers	K23046
99980 Enzymes with EC numbers	K22542
99980 Enzymes with EC numbers	K22929
99980 Enzymes with EC numbers	K22930
99980 Enzymes with EC numbers	K22967
99980 Enzymes with EC numbers	K22467
99980 Enzymes with EC numbers	K23171
99980 Enzymes with EC numbers	K23754
99980 Enzymes with EC numbers	K23172
99980 Enzymes with EC numbers	K23173
99980 Enzymes with EC numbers	K23174
99980 Enzymes with EC numbers	K23530
99980 Enzymes with EC numbers	K23873
99980 Enzymes with EC numbers	K06037
99980 Enzymes with EC numbers	K22569
99980 Enzymes with EC numbers	K01741
99980 Enzymes with EC numbers	K20506
99980 Enzymes with EC numbers	K20507
99980 Enzymes with EC numbers	K01751
99980 Enzymes with EC numbers	K22589
99980 Enzymes with EC numbers	K20757
99980 Enzymes with EC numbers	K20500
99980 Enzymes with EC numbers	K18200
99980 Enzymes with EC numbers	K26055
99980 Enzymes with EC numbers	K22120
99980 Enzymes with EC numbers	K20038
99980 Enzymes with EC numbers	K21106
99980 Enzymes with EC numbers	K06864
99980 Enzymes with EC numbers	K25264
99980 Enzymes with EC numbers	K01766
99980 Enzymes with EC numbers	K06038
99980 Enzymes with EC numbers	K01171
99980 Enzymes with EC numbers	K25585
99980 Enzymes with EC numbers	K13028
99980 Enzymes with EC numbers	K00221
99980 Enzymes with EC numbers	K17949
99980 Enzymes with EC numbers	K09121
99980 Enzymes with EC numbers	K20707
99980 Enzymes with EC numbers	K19802
99980 Enzymes with EC numbers	K20708
99980 Enzymes with EC numbers	K21617
99980 Enzymes with EC numbers	K16213
99980 Enzymes with EC numbers	K17948
99980 Enzymes with EC numbers	K02431
99980 Enzymes with EC numbers	K18910
99980 Enzymes with EC numbers	K03534
99980 Enzymes with EC numbers	K21909
99980 Enzymes with EC numbers	K10709
99980 Enzymes with EC numbers	K24671
99980 Enzymes with EC numbers	K14587
99980 Enzymes with EC numbers	K17759
99980 Enzymes with EC numbers	K01802
99980 Enzymes with EC numbers	K02467
99980 Enzymes with EC numbers	K18237
99980 Enzymes with EC numbers	K18479
99980 Enzymes with EC numbers	K21910
99980 Enzymes with EC numbers	K21911
99980 Enzymes with EC numbers	K22131
99980 Enzymes with EC numbers	K24672
99980 Enzymes with EC numbers	K20706
99980 Enzymes with EC numbers	K25586
99980 Enzymes with EC numbers	K19814
99980 Enzymes with EC numbers	K20709
99980 Enzymes with EC numbers	K22963
99980 Enzymes with EC numbers	K11942
99980 Enzymes with EC numbers	K25820
99980 Enzymes with EC numbers	K25821
99980 Enzymes with EC numbers	K21940
99980 Enzymes with EC numbers	K21941
99980 Enzymes with EC numbers	K21942
99980 Enzymes with EC numbers	K21943
99980 Enzymes with EC numbers	K20906
99980 Enzymes with EC numbers	K20907
99980 Enzymes with EC numbers	K22964
99980 Enzymes with EC numbers	K22965
99980 Enzymes with EC numbers	K23874
99980 Enzymes with EC numbers	K16208
99980 Enzymes with EC numbers	K25822
99980 Enzymes with EC numbers	K25823
99980 Enzymes with EC numbers	K17811
99980 Enzymes with EC numbers	K20549
99980 Enzymes with EC numbers	K22931
99980 Enzymes with EC numbers	K03463
99980 Enzymes with EC numbers	K22971
99980 Enzymes with EC numbers	K01861
99980 Enzymes with EC numbers	K23876
99980 Enzymes with EC numbers	K22319
99980 Enzymes with EC numbers	K23108
99980 Enzymes with EC numbers	K12508
99980 Enzymes with EC numbers	K20415
99980 Enzymes with EC numbers	K18688
99980 Enzymes with EC numbers	K21107
99980 Enzymes with EC numbers	K02182
99980 Enzymes with EC numbers	K24408
99980 Enzymes with EC numbers	K25254
99980 Enzymes with EC numbers	K25760
99980 Enzymes with EC numbers	K25775
99980 Enzymes with EC numbers	K25776
99980 Enzymes with EC numbers	K24409
99980 Enzymes with EC numbers	K24411
99980 Enzymes with EC numbers	K17810
99980 Enzymes with EC numbers	K15526
99980 Enzymes with EC numbers	K20419
99980 Enzymes with EC numbers	K03397
99980 Enzymes with EC numbers	K03802
99980 Enzymes with EC numbers	K23627
99980 Enzymes with EC numbers	K02558
99980 Enzymes with EC numbers	K22115
99980 Enzymes with EC numbers	K22581
99980 Enzymes with EC numbers	K01932
99980 Enzymes with EC numbers	K22118
99980 Enzymes with EC numbers	K23631
99980 Enzymes with EC numbers	K01949
99980 Enzymes with EC numbers	K10854
99980 Enzymes with EC numbers	K10855
99980 Enzymes with EC numbers	K10856
99980 Enzymes with EC numbers	K20140
99980 Enzymes with EC numbers	K20141
99980 Enzymes with EC numbers	K01970
99980 Enzymes with EC numbers	K04104
99980 Enzymes with EC numbers	K07468
99980 Enzymes with EC numbers	K01973
99980 Enzymes with EC numbers	K14680
99980 Enzymes with EC numbers	K01974
99980 Enzymes with EC numbers	K18105
99980 Enzymes with EC numbers	K05716
99980 Enzymes with EC numbers	K03614
99980 Enzymes with EC numbers	K03615
99980 Enzymes with EC numbers	K03616
99980 Enzymes with EC numbers	K00345
99980 Enzymes with EC numbers	K23051
99980 Enzymes with EC numbers	K23052
99980 Enzymes with EC numbers	K00346
99980 Enzymes with EC numbers	K00347
99980 Enzymes with EC numbers	K00348
99980 Enzymes with EC numbers	K00349
99980 Enzymes with EC numbers	K00350
99980 Enzymes with EC numbers	K00351
99980 Enzymes with EC numbers	K01536
99980 Enzymes with EC numbers	K12956
99980 Enzymes with EC numbers	K01533
99980 Enzymes with EC numbers	K01537
99980 Enzymes with EC numbers	K01534
99980 Enzymes with EC numbers	K01531
99980 Enzymes with EC numbers	K23254
99980 Enzymes with EC numbers	K01532
99980 Enzymes with EC numbers	K12950
99980 Enzymes with EC numbers	K12949
99980 Enzymes with EC numbers	K12951
99980 Enzymes with EC numbers	K12952
99980 Enzymes with EC numbers	K12953
99980 Enzymes with EC numbers	K12954
99980 Enzymes with EC numbers	K12955
99980 Enzymes with EC numbers	K13526
99980 Enzymes with EC numbers	K14950
99980 Enzymes with EC numbers	K14951
99980 Enzymes with EC numbers	K21887
99980 Enzymes with EC numbers	K10822
99980 Enzymes with EC numbers	K01530
09191 Unclassified: metabolism	99981 Carbohydrate metabolism
99981 Carbohydrate metabolism	K06206
99981 Carbohydrate metabolism	K08696
99981 Carbohydrate metabolism	K08697
99981 Carbohydrate metabolism	K08698
99981 Carbohydrate metabolism	K08699
99981 Carbohydrate metabolism	K08700
99981 Carbohydrate metabolism	K11184
99981 Carbohydrate metabolism	K06605
99981 Carbohydrate metabolism	K11930
99981 Carbohydrate metabolism	K04767
99981 Carbohydrate metabolism	K04768
99981 Carbohydrate metabolism	K17641
99981 Carbohydrate metabolism	K18928
99981 Carbohydrate metabolism	K18929
99981 Carbohydrate metabolism	K00782
99981 Carbohydrate metabolism	K19504
99981 Carbohydrate metabolism	K19510
99981 Carbohydrate metabolism	K20628
99981 Carbohydrate metabolism	K22111
99981 Carbohydrate metabolism	K22136
99981 Carbohydrate metabolism	K22216
99981 Carbohydrate metabolism	K22217
99981 Carbohydrate metabolism	K22475
99981 Carbohydrate metabolism	K24113
99981 Carbohydrate metabolism	K24114
99981 Carbohydrate metabolism	K26060
09191 Unclassified: metabolism	99982 Energy metabolism
99982 Energy metabolism	K19824
99982 Energy metabolism	K13955
99982 Energy metabolism	K02379
99982 Energy metabolism	K02381
99982 Energy metabolism	K04755
99982 Energy metabolism	K05337
99982 Energy metabolism	K05524
99982 Energy metabolism	K11107
99982 Energy metabolism	K03612
99982 Energy metabolism	K03613
99982 Energy metabolism	K03617
99982 Energy metabolism	K05796
99982 Energy metabolism	K06205
99982 Energy metabolism	K07554
99982 Energy metabolism	K03840
99982 Energy metabolism	K12143
99982 Energy metabolism	K13300
99982 Energy metabolism	K12263
99982 Energy metabolism	K04488
99982 Energy metabolism	K13819
99982 Energy metabolism	K15790
99982 Energy metabolism	K14518
99982 Energy metabolism	K13795
99982 Energy metabolism	K13796
99982 Energy metabolism	K15536
99982 Energy metabolism	K15827
99982 Energy metabolism	K15828
99982 Energy metabolism	K15829
99982 Energy metabolism	K15830
99982 Energy metabolism	K15831
99982 Energy metabolism	K15832
99982 Energy metabolism	K02448
99982 Energy metabolism	K02164
99982 Energy metabolism	K04747
99982 Energy metabolism	K04748
99982 Energy metabolism	K12264
99982 Energy metabolism	K02570
99982 Energy metabolism	K02572
99982 Energy metabolism	K02571
99982 Energy metabolism	K02596
99982 Energy metabolism	K02593
99982 Energy metabolism	K02597
99982 Energy metabolism	K02585
99982 Energy metabolism	K02592
99982 Energy metabolism	K02587
99982 Energy metabolism	K22903
99982 Energy metabolism	K04016
99982 Energy metabolism	K04017
99982 Energy metabolism	K04018
99982 Energy metabolism	K16933
99982 Energy metabolism	K16934
99982 Energy metabolism	K16935
99982 Energy metabolism	K16885
99982 Energy metabolism	K16886
99982 Energy metabolism	K16887
99982 Energy metabolism	K03839
99982 Energy metabolism	K14086
99982 Energy metabolism	K14087
99982 Energy metabolism	K14088
99982 Energy metabolism	K14089
99982 Energy metabolism	K14090
99982 Energy metabolism	K14091
99982 Energy metabolism	K14092
99982 Energy metabolism	K14093
99982 Energy metabolism	K14094
99982 Energy metabolism	K14095
99982 Energy metabolism	K14096
99982 Energy metabolism	K14097
99982 Energy metabolism	K14098
99982 Energy metabolism	K14099
99982 Energy metabolism	K14100
99982 Energy metabolism	K14101
99982 Energy metabolism	K14102
99982 Energy metabolism	K14103
99982 Energy metabolism	K14104
99982 Energy metabolism	K14105
99982 Energy metabolism	K14106
99982 Energy metabolism	K14107
99982 Energy metabolism	K14108
99982 Energy metabolism	K14109
99982 Energy metabolism	K14110
99982 Energy metabolism	K14111
99982 Energy metabolism	K14112
99982 Energy metabolism	K14113
99982 Energy metabolism	K14114
99982 Energy metabolism	K14115
99982 Energy metabolism	K14116
99982 Energy metabolism	K14117
99982 Energy metabolism	K14118
99982 Energy metabolism	K14119
99982 Energy metabolism	K14120
99982 Energy metabolism	K14121
99982 Energy metabolism	K14122
99982 Energy metabolism	K14123
99982 Energy metabolism	K14124
99982 Energy metabolism	K14125
99982 Energy metabolism	K06862
99982 Energy metabolism	K15878
99982 Energy metabolism	K15879
99982 Energy metabolism	K02569
99982 Energy metabolism	K02573
99982 Energy metabolism	K02574
99982 Energy metabolism	K03521
99982 Energy metabolism	K03855
99982 Energy metabolism	K02595
99982 Energy metabolism	K04013
99982 Energy metabolism	K04014
99982 Energy metabolism	K04015
99982 Energy metabolism	K18500
99982 Energy metabolism	K18501
99982 Energy metabolism	K18683
99982 Energy metabolism	K00947
99982 Energy metabolism	K19344
99982 Energy metabolism	K19345
99982 Energy metabolism	K21694
99982 Energy metabolism	K21739
99982 Energy metabolism	K23077
99982 Energy metabolism	K09165
99982 Energy metabolism	K23275
99982 Energy metabolism	K23490
99982 Energy metabolism	K24004
99982 Energy metabolism	K24005
99982 Energy metabolism	K24619
09191 Unclassified: metabolism	99983 Lipid metabolism
99983 Lipid metabolism	K09456
99983 Lipid metabolism	K22722
99983 Lipid metabolism	K22724
99983 Lipid metabolism	K16815
99983 Lipid metabolism	K11729
99983 Lipid metabolism	K11730
99983 Lipid metabolism	K15355
99983 Lipid metabolism	K16227
99983 Lipid metabolism	K16228
99983 Lipid metabolism	K16229
99983 Lipid metabolism	K16861
99983 Lipid metabolism	K19365
99983 Lipid metabolism	K19581
99983 Lipid metabolism	K19582
99983 Lipid metabolism	K21830
99983 Lipid metabolism	K22282
99983 Lipid metabolism	K22618
99983 Lipid metabolism	K25232
99983 Lipid metabolism	K06937
09191 Unclassified: metabolism	99984 Nucleotide metabolism
99984 Nucleotide metabolism	K03647
99984 Nucleotide metabolism	K15049
09190 Not Included in Pathway or Brite	09193 Unclassified: signaling and cellular processes
09193 Unclassified: signaling and cellular processes	99979 Unclassified viral proteins
99979 Unclassified viral proteins	K15051
99984 Nucleotide metabolism	K24196
09191 Unclassified: metabolism	99985 Amino acid metabolism
99985 Amino acid metabolism	K10795
99985 Amino acid metabolism	K10796
99985 Amino acid metabolism	K06203
99985 Amino acid metabolism	K04023
99985 Amino acid metabolism	K04024
99985 Amino acid metabolism	K04025
99985 Amino acid metabolism	K04026
99985 Amino acid metabolism	K04027
99985 Amino acid metabolism	K04028
99985 Amino acid metabolism	K04029
99985 Amino acid metabolism	K04030
99985 Amino acid metabolism	K04031
99985 Amino acid metabolism	K08234
99985 Amino acid metabolism	K11325
99985 Amino acid metabolism	K05806
99985 Amino acid metabolism	K14054
99985 Amino acid metabolism	K16613
99985 Amino acid metabolism	K18802
99985 Amino acid metabolism	K06997
99985 Amino acid metabolism	K19625
99985 Amino acid metabolism	K21700
99985 Amino acid metabolism	K22366
99985 Amino acid metabolism	K22479
09191 Unclassified: metabolism	99986 Glycan metabolism
99986 Glycan metabolism	K19421
99986 Glycan metabolism	K12547
99986 Glycan metabolism	K13620
99986 Glycan metabolism	K16561
99986 Glycan metabolism	K16565
99986 Glycan metabolism	K16567
99986 Glycan metabolism	K16705
99986 Glycan metabolism	K16706
99986 Glycan metabolism	K16708
99986 Glycan metabolism	K16709
99986 Glycan metabolism	K16711
99986 Glycan metabolism	K19292
99986 Glycan metabolism	K08992
99986 Glycan metabolism	K19804
99986 Glycan metabolism	K21462
99986 Glycan metabolism	K21687
99986 Glycan metabolism	K21688
99986 Glycan metabolism	K21689
99986 Glycan metabolism	K21690
99986 Glycan metabolism	K21691
99986 Glycan metabolism	K22914
99986 Glycan metabolism	K22915
99986 Glycan metabolism	K22916
99986 Glycan metabolism	K07027
99986 Glycan metabolism	K07270
99986 Glycan metabolism	K20541
99986 Glycan metabolism	K22907
99986 Glycan metabolism	K23877
99986 Glycan metabolism	K24698
09191 Unclassified: metabolism	99987 Cofactor metabolism
99987 Cofactor metabolism	K02173
99987 Cofactor metabolism	K02234
99987 Cofactor metabolism	K02498
99987 Cofactor metabolism	K24868
99987 Cofactor metabolism	K02859
99987 Cofactor metabolism	K03688
99987 Cofactor metabolism	K03690
99987 Cofactor metabolism	K09806
99987 Cofactor metabolism	K24843
99987 Cofactor metabolism	K03753
99987 Cofactor metabolism	K06049
99987 Cofactor metabolism	K13580
99987 Cofactor metabolism	K12942
99987 Cofactor metabolism	K12258
99987 Cofactor metabolism	K18586
99987 Cofactor metabolism	K18587
99987 Cofactor metabolism	K18588
99987 Cofactor metabolism	K24265
99987 Cofactor metabolism	K24455
99987 Cofactor metabolism	K24694
99987 Cofactor metabolism	K24695
99987 Cofactor metabolism	K26006
09191 Unclassified: metabolism	99988 Secondary metabolism
99988 Secondary metabolism	K21824
99988 Secondary metabolism	K21324
99988 Secondary metabolism	K21446
99988 Secondary metabolism	K21296
99988 Secondary metabolism	K21447
99988 Secondary metabolism	K21448
99988 Secondary metabolism	K21476
99988 Secondary metabolism	K03932
99988 Secondary metabolism	K04753
99988 Secondary metabolism	K05558
99988 Secondary metabolism	K11047
99988 Secondary metabolism	K11048
99988 Secondary metabolism	K11049
99988 Secondary metabolism	K11053
99988 Secondary metabolism	K11054
99988 Secondary metabolism	K11055
99988 Secondary metabolism	K11056
99988 Secondary metabolism	K12706
99988 Secondary metabolism	K18004
99988 Secondary metabolism	K18535
99988 Secondary metabolism	K18536
99988 Secondary metabolism	K18537
99988 Secondary metabolism	K18538
99988 Secondary metabolism	K18539
99988 Secondary metabolism	K19784
99988 Secondary metabolism	K22148
99988 Secondary metabolism	K22149
99988 Secondary metabolism	K22150
99988 Secondary metabolism	K22151
99988 Secondary metabolism	K22152
99988 Secondary metabolism	K22153
99988 Secondary metabolism	K21295
99988 Secondary metabolism	K22570
99988 Secondary metabolism	K22571
99988 Secondary metabolism	K22572
99988 Secondary metabolism	K22573
99988 Secondary metabolism	K22574
99988 Secondary metabolism	K22575
99988 Secondary metabolism	K22714
99988 Secondary metabolism	K22729
99988 Secondary metabolism	K22730
99988 Secondary metabolism	K22731
99988 Secondary metabolism	K22732
99988 Secondary metabolism	K22739
99988 Secondary metabolism	K22740
99988 Secondary metabolism	K22742
99988 Secondary metabolism	K22743
99988 Secondary metabolism	K22895
99988 Secondary metabolism	K23376
99988 Secondary metabolism	K23634
99988 Secondary metabolism	K24084
99988 Secondary metabolism	K24913
99988 Secondary metabolism	K24914
09191 Unclassified: metabolism	99999 Others
99999 Others	K18064
99999 Others	K21831
99999 Others	K22390
99999 Others	K15975
99999 Others	K15977
99999 Others	K06999
99999 Others	K09181
99999 Others	K24410
99999 Others	K25263
99999 Others	K25265
09190 Not Included in Pathway or Brite	09192 Unclassified: genetic information processing
09192 Unclassified: genetic information processing	99973 Transcription
99973 Transcription	K02466
99973 Transcription	K03627
99973 Transcription	K03622
99973 Transcription	K03623
99973 Transcription	K03704
99973 Transcription	K07591
99973 Transcription	K04796
99973 Transcription	K11100
99973 Transcription	K07740
99973 Transcription	K07741
99973 Transcription	K07802
99973 Transcription	K08278
99973 Transcription	K15833
99973 Transcription	K15834
99973 Transcription	K02589
99973 Transcription	K02590
99973 Transcription	K04752
99973 Transcription	K16335
99973 Transcription	K16509
99973 Transcription	K18666
99973 Transcription	K18667
99973 Transcription	K18774
99973 Transcription	K19325
99973 Transcription	K19432
99973 Transcription	K19495
99973 Transcription	K19512
99973 Transcription	K06959
99973 Transcription	K21389
99973 Transcription	K21390
99973 Transcription	K21391
99973 Transcription	K21554
99973 Transcription	K21627
99973 Transcription	K21628
99973 Transcription	K21629
99973 Transcription	K21640
99973 Transcription	K21753
99973 Transcription	K22383
99973 Transcription	K22388
99973 Transcription	K22403
99973 Transcription	K22525
99973 Transcription	K22526
99973 Transcription	K22527
99973 Transcription	K22528
99973 Transcription	K22649
99973 Transcription	K07743
99973 Transcription	K07744
99973 Transcription	K07745
99973 Transcription	K24380
99973 Transcription	K24397
99973 Transcription	K09777
99973 Transcription	K24648
99973 Transcription	K24724
99973 Transcription	K25826
09192 Unclassified: genetic information processing	99974 Translation
99974 Translation	K20815
99974 Translation	K13926
99974 Translation	K16634
99974 Translation	K15025
99974 Translation	K07570
99974 Translation	K07571
99974 Translation	K07572
99974 Translation	K07576
99974 Translation	K07577
99974 Translation	K07578
99974 Translation	K07579
99974 Translation	K07580
99974 Translation	K07581
99974 Translation	K07585
99974 Translation	K23048
09192 Unclassified: genetic information processing	99975 Protein processing
99975 Protein processing	K03668
99975 Protein processing	K06891
99975 Protein processing	K19411
99975 Protein processing	K03545
99975 Protein processing	K17247
99975 Protein processing	K02380
99975 Protein processing	K03187
99975 Protein processing	K03188
99975 Protein processing	K03189
99975 Protein processing	K03190
99975 Protein processing	K03192
99979 Unclassified viral proteins	K03664
99975 Protein processing	K04653
99975 Protein processing	K04654
99975 Protein processing	K04655
99975 Protein processing	K04656
99975 Protein processing	K07388
99975 Protein processing	K06191
99975 Protein processing	K07391
99975 Protein processing	K07392
99975 Protein processing	K07394
99975 Protein processing	K07395
99975 Protein processing	K07396
99975 Protein processing	K07397
99975 Protein processing	K07398
99975 Protein processing	K07399
99975 Protein processing	K07400
99975 Protein processing	K07401
99975 Protein processing	K07402
99975 Protein processing	K07403
99975 Protein processing	K11208
99975 Protein processing	K15367
99975 Protein processing	K18984
99975 Protein processing	K15368
99975 Protein processing	K16511
09192 Unclassified: genetic information processing	99976 Replication and repair
99976 Replication and repair	K07443
99976 Replication and repair	K07445
99976 Replication and repair	K07449
99976 Replication and repair	K07450
99976 Replication and repair	K01146
99976 Replication and repair	K07453
99976 Replication and repair	K07454
99976 Replication and repair	K06993
99976 Replication and repair	K03630
99976 Replication and repair	K09760
99976 Replication and repair	K07457
99976 Replication and repair	K07459
99976 Replication and repair	K07460
99976 Replication and repair	K07461
99976 Replication and repair	K07463
99976 Replication and repair	K07465
99979 Unclassified viral proteins	K04096
99976 Replication and repair	K02086
99976 Replication and repair	K07467
99976 Replication and repair	K07357
99976 Replication and repair	K07358
99976 Replication and repair	K07470
99976 Replication and repair	K07472
99976 Replication and repair	K07474
99976 Replication and repair	K06909
99976 Replication and repair	K07476
99976 Replication and repair	K07477
99976 Replication and repair	K07478
99976 Replication and repair	K07479
99976 Replication and repair	K10762
99976 Replication and repair	K14060
99976 Replication and repair	K06919
99976 Replication and repair	K16782
99976 Replication and repair	K07505
99976 Replication and repair	K07500
99979 Unclassified viral proteins	K07501
99976 Replication and repair	K07480
99976 Replication and repair	K07481
99976 Replication and repair	K18320
99976 Replication and repair	K07482
99976 Replication and repair	K07483
99976 Replication and repair	K07484
99976 Replication and repair	K07485
99976 Replication and repair	K07486
99976 Replication and repair	K07487
99976 Replication and repair	K07488
99976 Replication and repair	K07489
99976 Replication and repair	K07491
99976 Replication and repair	K07492
99976 Replication and repair	K07493
99976 Replication and repair	K07494
99976 Replication and repair	K07495
99976 Replication and repair	K07496
99976 Replication and repair	K07497
99976 Replication and repair	K07498
99976 Replication and repair	K07499
99976 Replication and repair	K01152
99976 Replication and repair	K14059
99976 Replication and repair	K24551
09192 Unclassified: genetic information processing	99998 Others
99998 Others	K03969
99998 Others	K03971
99998 Others	K03972
99998 Others	K07504
99998 Others	K08274
99998 Others	K08275
99998 Others	K09747
99998 Others	K11516
99998 Others	K12038
99998 Others	K12039
99998 Others	K13784
99998 Others	K25656
09193 Unclassified: signaling and cellular processes	99977 Transport
99977 Transport	K21990
99977 Transport	K03285
99977 Transport	K03287
99977 Transport	K03292
99977 Transport	K03293
99977 Transport	K03294
99977 Transport	K07239
99977 Transport	K03296
99977 Transport	K03300
99977 Transport	K03301
99977 Transport	K03451
99977 Transport	K03305
99977 Transport	K03306
99977 Transport	K03307
99977 Transport	K03308
99977 Transport	K03309
99977 Transport	K03310
99977 Transport	K03311
99977 Transport	K03453
99977 Transport	K03316
99977 Transport	K03455
99977 Transport	K03457
99977 Transport	K03458
99977 Transport	K03317
99977 Transport	K03319
99977 Transport	K03281
